source,target,relationship_type,method,confidence,evidence
168859,ENT_NGU_O_MINH_T,KY_BOI,meta,0.95,Ký 168859
168859,ENT_LIN_THANH_TRA_GIM_ST_NGN,THUOC_LINH_VUC,meta,0.95,Lĩnh vực 168859
168859,ENT_DOI_T_CHC_TN_DNG,AP_DUNG_CHO,meta,0.94,Áp dụng Tổ chức tín dụng
168859,ENT_DOI_CHI_NHNH_NGN_HNG_NC_,AP_DUNG_CHO,meta,0.94,Áp dụng Chi nhánh ngân hàng nước ngoài
150974,ENT_COQ_B_TI_CHNH,BAN_HANH_BOI,meta,0.98,Ban hành 150974
150974,ENT_NGU_T_ANH_TUN,KY_BOI,meta,0.95,Ký 150974
150974,ENT_LIN_K_TON_KIM_TON,THUOC_LINH_VUC,meta,0.95,Lĩnh vực 150974
150974,ENT_DOI_T_CHC_TN_DNG,AP_DUNG_CHO,meta,0.94,Áp dụng Tổ chức tín dụng
164719,ENT_COQ_NGN_HNG_NH_NC_VIT_NA,BAN_HANH_BOI,meta,0.98,Ban hành 164719
164719,ENT_NGU_ON_THI_SN,KY_BOI,meta,0.95,Ký 164719
164719,ENT_LIN_THANH_TRA_GIM_ST_NGN,THUOC_LINH_VUC,meta,0.95,Lĩnh vực 164719
164719,ENT_DOI_NGN_HNG_THNG_MI,AP_DUNG_CHO,meta,0.94,Áp dụng Ngân hàng thương mại
164719,ENT_DOI_T_CHC_TN_DNG,AP_DUNG_CHO,meta,0.94,Áp dụng Tổ chức tín dụng
173695,ENT_COQ_NGN_HNG_NH_NC_VIT_NA,BAN_HANH_BOI,meta,0.98,Ban hành 173695
173695,ENT_NGU_ON_THI_SN,KY_BOI,meta,0.95,Ký 173695
173695,ENT_LIN_THANH_TRA_GIM_ST_NGN,THUOC_LINH_VUC,meta,0.95,Lĩnh vực 173695
173695,ENT_DOI_NGN_HNG_THNG_MI,AP_DUNG_CHO,meta,0.94,Áp dụng Ngân hàng thương mại
173695,ENT_DOI_T_CHC_TN_DNG,AP_DUNG_CHO,meta,0.94,Áp dụng Tổ chức tín dụng
186482,ENT_COQ_NGN_HNG_NH_NC_VIT_NA,BAN_HANH_BOI,meta,0.98,Ban hành 186482
186482,ENT_NGU_ON_THI_SN,KY_BOI,meta,0.95,Ký 186482
186482,ENT_LIN_CC_AN_TON_H_THNG_CC_,THUOC_LINH_VUC,meta,0.95,Lĩnh vực 186482
186482,ENT_DOI_NGN_HNG_THNG_MI,AP_DUNG_CHO,meta,0.94,Áp dụng Ngân hàng thương mại
186482,ENT_DOI_T_CHC_TN_DNG,AP_DUNG_CHO,meta,0.94,Áp dụng Tổ chức tín dụng
112924,ENT_COQ_B_TI_CHNH,BAN_HANH_BOI,meta,0.98,Ban hành 112924
112924,ENT_NGU_TRN_XUN_H,KY_BOI,meta,0.95,Ký 112924
112924,ENT_LIN_KINH_DOANH_BO_HIM,THUOC_LINH_VUC,meta,0.95,Lĩnh vực 112924
112924,ENT_DOI_DOANH_NGHIP_BO_HIM,AP_DUNG_CHO,meta,0.94,Áp dụng Doanh nghiệp bảo hiểm
174218,ENT_COQ_NGN_HNG_NH_NC_VIT_NA,BAN_HANH_BOI,meta,0.98,Ban hành 174218
174218,ENT_NGU_ON_THI_SN,KY_BOI,meta,0.95,Ký 174218
174218,ENT_LIN_THANH_TRA_GIM_ST_NGN,THUOC_LINH_VUC,meta,0.95,Lĩnh vực 174218
174218,ENT_DOI_NGN_HNG_THNG_MI,AP_DUNG_CHO,meta,0.94,Áp dụng Ngân hàng thương mại
174218,ENT_DOI_T_CHC_TN_DNG,AP_DUNG_CHO,meta,0.94,Áp dụng Tổ chức tín dụng
186888,ENT_COQ_NGN_HNG_NH_NC_VIT_NA,BAN_HANH_BOI,meta,0.98,Ban hành 186888
186888,ENT_NGU_ON_THI_SN,KY_BOI,meta,0.95,Ký 186888
186888,ENT_LIN_CC_AN_TON_H_THNG_CC_,THUOC_LINH_VUC,meta,0.95,Lĩnh vực 186888
186888,ENT_DOI_T_CHC_TN_DNG,AP_DUNG_CHO,meta,0.94,Áp dụng Tổ chức tín dụng
186888,ENT_DOI_CHI_NHNH_NGN_HNG_NC_,AP_DUNG_CHO,meta,0.94,Áp dụng Chi nhánh ngân hàng nước ngoài
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,ENT_COQ_NGN_HNG_NH_NC_VIT_NA,BAN_HANH_BOI,meta,0.98,Ban hành 6e689cd0-6f81-11f1-94d6-fd5d6d5ff793
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,ENT_NGU_ON_THI_SN,KY_BOI,meta,0.95,Ký 6e689cd0-6f81-11f1-94d6-fd5d6d5ff793
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,ENT_LIN_HOT_NG_NGN_HNG,THUOC_LINH_VUC,meta,0.95,Lĩnh vực 6e689cd0-6f81-11f1-94d6-fd5d6d5ff793
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,ENT_DOI_NGN_HNG_THNG_MI,AP_DUNG_CHO,meta,0.94,Áp dụng Ngân hàng thương mại
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,ENT_DOI_T_CHC_TN_DNG,AP_DUNG_CHO,meta,0.94,Áp dụng Tổ chức tín dụng
185630,ENT_COQ_NGN_HNG_NH_NC_VIT_NA,BAN_HANH_BOI,meta,0.98,Ban hành 185630
185630,ENT_NGU_ON_THI_SN,KY_BOI,meta,0.95,Ký 185630
185630,ENT_LIN_LAO_NG_TIN_LNG_TIN_C,THUOC_LINH_VUC,meta,0.95,Lĩnh vực 185630
185630,ENT_DOI_NGN_HNG_THNG_MI,AP_DUNG_CHO,meta,0.94,Áp dụng Ngân hàng thương mại
185630,ENT_DOI_T_CHC_TN_DNG,AP_DUNG_CHO,meta,0.94,Áp dụng Tổ chức tín dụng
117310,ENT_COQ_NGN_HNG_NH_NC_VIT_NA,BAN_HANH_BOI,meta,0.98,Ban hành 117310
117310,ENT_NGU_NGUYN_NG_TIN,KY_BOI,meta,0.95,Ký 117310
117310,ENT_LIN_THANH_TRA_GIM_ST_NGN,THUOC_LINH_VUC,meta,0.95,Lĩnh vực 117310
117310,ENT_DOI_NGN_HNG_THNG_MI,AP_DUNG_CHO,meta,0.94,Áp dụng Ngân hàng thương mại
117310,ENT_DOI_T_CHC_TN_DNG,AP_DUNG_CHO,meta,0.94,Áp dụng Tổ chức tín dụng
166269,ENT_COQ_QUC_HI,BAN_HANH_BOI,meta,0.98,Ban hành 166269
166269,ENT_NGU_VNG_NH_HU,KY_BOI,meta,0.95,Ký 166269
166269,ENT_LIN_HOT_NG_NGN_HNG,THUOC_LINH_VUC,meta,0.95,Lĩnh vực 166269
166269,ENT_DOI_T_CHC_TN_DNG,AP_DUNG_CHO,meta,0.94,Áp dụng Tổ chức tín dụng
177271,ENT_COQ_NGN_HNG_NH_NC_VIT_NA,BAN_HANH_BOI,meta,0.98,Ban hành 177271
177271,ENT_NGU_ON_THI_SN,KY_BOI,meta,0.95,Ký 177271
177271,ENT_LIN_CC_AN_TON_H_THNG_CC_,THUOC_LINH_VUC,meta,0.95,Lĩnh vực 177271
177271,ENT_DOI_NGN_HNG_THNG_MI,AP_DUNG_CHO,meta,0.94,Áp dụng Ngân hàng thương mại
177271,ENT_DOI_T_CHC_TN_DNG,AP_DUNG_CHO,meta,0.94,Áp dụng Tổ chức tín dụng
44209,ENT_COQ_NGN_HNG_NH_NC_VIT_NA,BAN_HANH_BOI,meta,0.98,Ban hành 44209
44209,ENT_NGU_O_MINH_T,KY_BOI,meta,0.95,Ký 44209
44209,ENT_LIN_PHT_HNH_V_KHO_QU,THUOC_LINH_VUC,meta,0.95,Lĩnh vực 44209
44209,ENT_DOI_T_CHC_TN_DNG,AP_DUNG_CHO,meta,0.94,Áp dụng Tổ chức tín dụng
44209,ENT_DOI_CHI_NHNH_NGN_HNG_NC_,AP_DUNG_CHO,meta,0.94,Áp dụng Chi nhánh ngân hàng nước ngoài
25692,ENT_COQ_QUC_HI,BAN_HANH_BOI,meta,0.98,Ban hành 25692
25692,ENT_NGU_NGUYN_PH_TRNG,KY_BOI,meta,0.95,Ký 25692
25692,ENT_LIN_HOT_NG_NGN_HNG,THUOC_LINH_VUC,meta,0.95,Lĩnh vực 25692
25692,ENT_DOI_T_CHC_TN_DNG,AP_DUNG_CHO,meta,0.94,Áp dụng Tổ chức tín dụng
25692,ENT_DOI_CHI_NHNH_NGN_HNG_NC_,AP_DUNG_CHO,meta,0.94,Áp dụng Chi nhánh ngân hàng nước ngoài
